date,G 2,G 3,G 4,G 6,G 7,G 8,G 9,G 10,G 11,G 12,G 13,G 15,G 16,G 18,G 19,G 20,G 21,G 22,G 23,G 24
2022-03-30,1.6660000000000004,1.9049999999999998,1.411,2.2680000000000007,1.7880000000000003,1.3739999999999997,1.8199999999999994,2.1799999999999997,1.907,1.3999999999999995,1.655,1.85,1.714,1.96,2.5059999999999993,2.014,1.8099999999999996,1.996,1.7409999999999997,2.059
2022-03-31,0.3719999999999999,0.22000000000000064,0.09100000000000019,0.1869999999999995,0.14500000000000046,0.05600000000000005,0.2699999999999996,0.10200000000000031,0.11100000000000154,0.20999999999999996,0.06700000000000017,0.06399999999999917,0.07099999999999973,0.03200000000000003,0.0600000000000006,0.06600000000000072,0.04900000000000048,0.03699999999999992,0.04800000000000004,0.09000000000000001
2022-04-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-2,0.03000000000000002,0.0,0.02200000000000035,0.038000000000000256,0.0,0.02200000000000024,0.009999999999999787,0.010999999999999233,0.016000000000000014,0.009999999999999787,0.01100000000000012,0.016000000000000014,0.02200000000000024,0.010999999999999233,0.016000000000000014,0.02200000000000024,0.0,0.01499999999999968,0.015000000000002345,0.013999999999999999
2022-04-3,0.012000000000000455,0.004999999999999893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999893,0.005999999999999339,0.0,0.004999999999999893,0.02200000000000024,0.0,0.006000000000000227,0.0,0.0
2022-04-4,0.0,0.0,0.0,0.004999999999999893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999893,0.0,0.0,0.0,0.0,0.0,0.004999999999999893,0.0,0.004
2022-04-5,0.379,0.276,0.16999999999999993,0.2839999999999989,0.13900000000000023,0.239,0.20000000000000018,0.2569999999999997,0.17499999999999982,0.009999999999999787,0.13900000000000023,0.23300000000000032,0.14200000000000013,0.13899999999999935,0.17599999999999993,0.15200000000000113,0.138,0.13199999999999978,0.08999999999999986,0.194
2022-04-6,0.28800000000000026,0.41000000000000014,0.28200000000000003,0.3420000000000015,0.34299999999999997,0.29100000000000037,0.33999999999999986,0.2469999999999999,0.24399999999999977,0.2600000000000007,0.2759999999999999,0.21099999999999952,0.2610000000000001,0.13900000000000112,0.2579999999999998,0.256,0.17499999999999982,0.2969999999999998,0.2500000000000002,0.277
2022-04-7,0.042000000000000474,0.009999999999999787,0.0,0.02200000000000024,0.011999999999998678,0.01100000000000012,0.0,0.0,0.0,0.0,0.0,0.006,0.004999999999999893,0.021000000000000015,0.02799999999999969,0.009999999999999787,0.012000000000000455,0.016000000000000014,0.010000000000001563,0.064
2022-04-8,0.04800000000000093,0.030000000000001137,0.009999999999999787,0.034000000000000696,0.0,0.017000000000000348,0.01999999999999979,0.016000000000000014,0.0,0.01999999999999979,0.009999999999999787,0.021999999999999784,0.004999999999999893,0.0,0.02800000000000047,0.009999999999999787,0.0,0.027000000000000135,0.03200000000000003,0.003
2022-04-9,0.0,0.006000000000000227,0.0,0.0,0.0,0.006000000000000227,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-10,0.02400000000000002,0.0,0.030999999999999694,0.0,0.0,0.0,0.0,0.0,0.006000000000000227,0.0,0.0,0.0,0.006000000000000227,0.0,0.006000000000000227,0.004999999999999893,0.0,0.0,0.0,0.007
2022-04-11,0.04800000000000004,0.0,0.0259999999999998,0.009999999999999787,0.0,0.01100000000000012,0.0,0.021000000000000796,0.004999999999999893,0.0,0.0,0.010000000000000675,0.0,0.005000000000000782,0.04400000000000048,0.0,0.012000000000000227,0.020999999999999908,0.0,0.031
2022-04-12,0.018,0.016,0.005000000000000001,0.010000000000000005,0.017999999999999995,0.021000000000000005,0.040000000000000036,0.0,0.0,0.0,0.0,0.017999999999999995,0.0,0.021000000000000005,0.0,0.0049999999999999975,0.0,0.0,0.0,0.0
2022-04-13,1.275,1.1010000000000002,0.7040000000000001,1.049,0.41700000000000004,0.7100000000000001,1.51,1.6390000000000002,0.5660000000000001,0.1200000000000012,0.7080000000000001,1.195,0.49999999999999994,1.151,1.692,1.0819999999999999,0.4500000000000002,0.609,0.49100000000000005,1.184
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-15,0.0,0.0,0.0,0.0,0.006000000000000005,0.0,0.01,0.0,0.0050000000000000044,0.01,0.0,0.0,0.006000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,0.08399999999999996,0.0050000000000000044,0.08600000000000002,0.11299999999999999,0.015000000000000013,0.07300000000000001,0.010000000000000009,0.09099999999999997,0.031000000000000028,0.019999999999999574,0.016000000000000014,0.138,0.08600000000000002,0.2410000000000001,0.14300000000000002,0.08699999999999997,0.0,0.14199999999999957,0.13799999999999996,0.251
2022-04-18,0.0,0.061000000000000054,0.004999999999999949,0.031000000000000024,0.016000000000000014,0.01600000000000001,0.020000000000000018,0.016000000000000014,0.016000000000000014,0.029999999999999576,0.012000000000000005,0.010000000000000009,0.006000000000000005,0.004999999999999893,0.03400000000000003,0.03700000000000003,0.0,0.016000000000000014,0.01100000000000001,0.003
2022-04-19,0.0,0.0050000000000000044,0.010000000000000009,0.0050000000000000044,0.01200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006000000000000005,0.0,0.0,0.010000000000000009,0.0,0.004999999999999893,0.0,0.0
2022-04-20,0.43299999999999994,0.46699999999999997,0.37800000000000006,0.5510000000000002,0.413,0.40199999999999997,0.3800000000000001,0.43999999999999995,0.435,0.21999999999999975,0.349,0.6410000000000001,0.512,0.654,0.6100000000000001,0.5239999999999999,0.3239999999999994,0.49799999999999933,0.46299999999999997,0.6120000000000001
2022-04-21,0.08400000000000007,0.06600000000000006,0.03200000000000003,0.052999999999999714,0.0,0.02300000000000002,0.010000000000000009,0.026999999999999906,0.0,0.0,0.0,0.006000000000000005,0.0,0.0,0.006000000000000005,0.004999999999999893,0.0,0.004999999999999893,0.0,0.018
2022-04-22,0.024000000000000014,0.01,0.020999999999999904,0.026000000000000245,0.04200000000000004,0.016000000000000014,0.0,0.02300000000000013,0.0,0.040000000000000924,0.01100000000000001,0.004999999999999893,0.0,0.006000000000000005,0.0,0.0,0.0,0.026000000000001577,0.02200000000000002,0.007
2022-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-24,0.10299999999999998,0.18500000000000005,0.09500000000000003,0.27300000000000013,0.02100000000000002,0.022999999999999965,0.04000000000000003,0.13400000000000012,0.10599999999999998,0.06000000000000004,0.006000000000000005,0.1100000000000001,0.25100000000000006,0.03299999999999992,0.07099999999999995,0.06400000000000028,0.13699999999999957,0.08999999999999986,0.10799999999999998,0.038
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006000000000000005,0.0
